category_id,date,hour,num_sells_in_hour
8940,2018-06-07,19,18
8940,2018-06-07,20,26
8940,2018-06-08,04,1
8940,2018-06-08,05,19
8940,2018-06-08,06,16
8940,2018-06-08,07,24
8940,2018-06-08,08,19
8940,2018-06-08,09,20
8940,2018-06-08,10,24
8940,2018-06-08,11,26
8940,2018-06-08,12,26
8940,2018-06-08,13,19
8940,2018-06-08,14,25
8940,2018-06-08,15,24
8940,2018-06-08,16,25
8940,2018-06-08,17,16
8940,2018-06-08,18,35
8940,2018-06-08,19,23
8940,2018-06-08,20,18
8952,2018-05-03,04,2
8952,2018-05-03,05,7
8952,2018-05-03,06,14
8952,2018-05-03,07,27
8952,2018-05-03,08,21
8952,2018-05-03,09,28
8952,2018-05-03,10,18
8952,2018-05-03,11,27
8952,2018-05-03,12,21
8952,2018-05-03,13,15
8952,2018-05-03,14,32
8952,2018-05-03,15,22
8952,2018-05-03,16,26
8952,2018-05-03,17,20
8952,2018-05-03,18,23
8952,2018-05-03,19,16
8952,2018-05-03,20,22
8952,2018-05-04,04,2
8952,2018-05-04,05,5
8952,2018-05-04,06,13
8952,2018-05-04,07,23
8952,2018-05-04,08,30
8952,2018-05-04,09,23
8952,2018-05-04,10,22
8952,2018-05-04,11,27
8952,2018-05-04,12,21
8952,2018-05-04,13,27
8952,2018-05-04,14,22
8952,2018-05-04,15,26
8952,2018-05-04,16,19
8952,2018-05-04,17,18
8952,2018-05-04,18,19
8952,2018-05-04,19,27
8952,2018-05-04,20,21
8952,2018-05-05,04,1
8952,2018-05-05,05,13
8952,2018-05-05,06,15
8952,2018-05-05,07,16
8952,2018-05-05,08,21
8952,2018-05-05,09,23
8952,2018-05-05,10,21
8952,2018-05-05,11,23
8952,2018-05-05,12,22
8952,2018-05-05,13,21
8952,2018-05-05,14,22
8952,2018-05-05,15,22
8952,2018-05-05,16,22
8952,2018-05-05,17,22
8952,2018-05-05,18,15
8952,2018-05-05,19,23
8952,2018-05-05,20,16
8952,2018-05-06,04,4
8952,2018-05-06,05,10
8952,2018-05-06,06,23
8952,2018-05-06,07,20
8952,2018-05-06,08,21
8952,2018-05-06,09,25
8952,2018-05-06,10,18
8952,2018-05-06,11,26
8952,2018-05-06,12,15
8952,2018-05-06,13,15
8952,2018-05-06,14,29
8952,2018-05-06,15,17
8952,2018-05-06,16,29
8952,2018-05-06,17,35
8952,2018-05-06,18,22
8952,2018-05-06,19,28
8952,2018-05-06,20,11
8952,2018-05-07,04,4
8952,2018-05-07,05,12
8952,2018-05-07,06,17
8952,2018-05-07,07,13
8952,2018-05-07,08,18
8952,2018-05-07,09,23
8952,2018-05-07,10,22
8952,2018-05-07,11,24
8952,2018-05-07,12,22
8952,2018-05-07,13,26
8952,2018-05-07,14,20
8952,2018-05-07,15,29
8952,2018-05-07,16,34
8952,2018-05-07,17,27
8952,2018-05-07,18,21
8952,2018-05-07,19,27
8952,2018-05-07,20,12
8952,2018-05-08,04,2
8952,2018-05-08,05,6
8952,2018-05-08,06,7
8952,2018-05-08,07,19
8952,2018-05-08,08,23
8952,2018-05-08,09,19
8952,2018-05-08,10,17
8952,2018-05-08,11,19
8952,2018-05-08,12,15
8952,2018-05-08,13,24
8952,2018-05-08,14,25
8952,2018-05-08,15,13
8952,2018-05-08,16,26
8952,2018-05-08,17,30
8952,2018-05-08,18,21
8952,2018-05-08,19,23
8952,2018-05-08,20,17
8952,2018-05-09,04,1
8952,2018-05-09,05,10
8952,2018-05-09,06,16
8952,2018-05-09,07,26
8952,2018-05-09,08,24
8952,2018-05-09,09,17
8952,2018-05-09,10,20
8952,2018-05-09,11,22
8952,2018-05-09,12,19
8952,2018-05-09,13,20
8952,2018-05-09,14,17
8952,2018-05-09,15,33
8952,2018-05-09,16,19
8952,2018-05-09,17,18
8952,2018-05-09,18,17
8952,2018-05-09,19,19
8952,2018-05-09,20,18
8952,2018-05-10,04,6
8952,2018-05-10,05,9
8952,2018-05-10,06,19
8952,2018-05-10,07,20
8952,2018-05-10,08,34
8952,2018-05-10,09,19
8952,2018-05-10,10,23
8952,2018-05-10,11,16
8952,2018-05-10,12,19
8952,2018-05-10,13,21
8952,2018-05-10,14,23
8952,2018-05-10,15,23
8952,2018-05-10,16,21
8952,2018-05-10,17,21
8952,2018-05-10,18,22
8952,2018-05-10,19,22
8952,2018-05-10,20,22
8952,2018-05-11,05,14
8952,2018-05-11,06,15
8952,2018-05-11,07,13
8952,2018-05-11,08,25
8952,2018-05-11,09,44
8952,2018-05-11,10,21
8952,2018-05-11,11,25
8952,2018-05-11,12,24
8952,2018-05-11,13,14
8952,2018-05-11,14,26
8952,2018-05-11,15,19
8952,2018-05-11,16,23
8952,2018-05-11,17,27
8952,2018-05-11,18,27
8952,2018-05-11,19,32
8952,2018-05-11,20,15
8952,2018-05-12,04,8
8952,2018-05-12,05,10
8952,2018-05-12,06,13
8952,2018-05-12,07,21
8952,2018-05-12,08,24
8952,2018-05-12,09,21
8952,2018-05-12,10,23
8952,2018-05-12,11,22
8952,2018-05-12,12,26
8952,2018-05-12,13,25
8952,2018-05-12,14,31
8952,2018-05-12,15,19
8952,2018-05-12,16,33
8952,2018-05-12,17,13
8952,2018-05-12,18,23
8952,2018-05-12,19,24
8952,2018-05-12,20,23
8952,2018-05-13,04,2
8952,2018-05-13,05,11
8952,2018-05-13,06,19
8952,2018-05-13,07,30
8952,2018-05-13,08,25
8952,2018-05-13,09,27
8952,2018-05-13,10,23
8952,2018-05-13,11,24
8952,2018-05-13,12,29
8952,2018-05-13,13,17
8952,2018-05-13,14,18
8952,2018-05-13,15,26
8952,2018-05-13,16,13
8952,2018-05-13,17,22
8952,2018-05-13,18,23
8952,2018-05-13,19,30
8952,2018-05-13,20,20
8952,2018-05-14,04,2
8952,2018-05-14,05,8
8952,2018-05-14,06,19
8952,2018-05-14,07,22
8952,2018-05-14,08,30
8952,2018-05-14,09,20
8952,2018-05-14,10,15
8952,2018-05-14,11,30
8952,2018-05-14,12,23
8952,2018-05-14,13,18
8952,2018-05-14,14,24
8952,2018-05-14,15,26
8952,2018-05-14,16,22
8952,2018-05-14,17,17
8952,2018-05-14,18,18
8952,2018-05-14,19,38
8952,2018-05-14,20,31
8952,2018-05-15,04,1
8952,2018-05-15,05,7
8952,2018-05-15,06,9
8952,2018-05-15,07,18
8952,2018-05-15,08,24
8952,2018-05-15,09,23
8952,2018-05-15,10,21
8952,2018-05-15,11,20
8952,2018-05-15,12,17
8952,2018-05-15,13,13
8952,2018-05-15,14,12
8952,2018-05-15,15,20
8952,2018-05-15,16,13
8952,2018-05-15,17,23
8952,2018-05-15,18,25
8952,2018-05-15,19,24
8952,2018-05-15,20,23
8952,2018-05-16,04,3
8952,2018-05-16,05,7
8952,2018-05-16,06,14
8952,2018-05-16,07,12
8952,2018-05-16,08,26
8952,2018-05-16,09,21
8952,2018-05-16,10,20
8952,2018-05-16,11,18
8952,2018-05-16,12,22
8952,2018-05-16,13,17
8952,2018-05-16,14,25
8952,2018-05-16,15,15
8952,2018-05-16,16,20
8952,2018-05-16,17,28
8952,2018-05-16,18,25
8952,2018-05-16,19,27
8952,2018-05-16,20,18
8952,2018-05-17,04,8
8952,2018-05-17,05,7
8952,2018-05-17,06,10
8952,2018-05-17,07,18
8952,2018-05-17,08,20
8952,2018-05-17,09,25
8952,2018-05-17,10,18
8952,2018-05-17,11,29
8952,2018-05-17,12,15
8952,2018-05-17,13,19
8952,2018-05-17,14,12
8952,2018-05-17,15,19
8952,2018-05-17,16,25
8952,2018-05-17,17,31
8952,2018-05-17,18,23
8952,2018-05-17,19,26
8952,2018-05-17,20,20
8952,2018-05-18,04,4
8952,2018-05-18,05,9
8952,2018-05-18,06,17
8952,2018-05-18,07,19
8952,2018-05-18,08,19
8952,2018-05-18,09,25
8952,2018-05-18,10,22
8952,2018-05-18,11,28
8952,2018-05-18,12,18
8952,2018-05-18,13,16
8952,2018-05-18,14,18
8952,2018-05-18,15,20
8952,2018-05-18,16,19
8952,2018-05-18,17,34
8952,2018-05-18,18,39
8952,2018-05-18,19,19
8952,2018-05-18,20,26
8952,2018-05-19,04,4
8952,2018-05-19,05,3
8952,2018-05-19,06,16
8952,2018-05-19,07,25
8952,2018-05-19,08,22
8952,2018-05-19,09,19
8952,2018-05-19,10,31
8952,2018-05-19,11,19
8952,2018-05-19,12,25
8952,2018-05-19,13,18
8952,2018-05-19,14,18
8952,2018-05-19,15,29
8952,2018-05-19,16,19
8952,2018-05-19,17,17
8952,2018-05-19,18,22
8952,2018-05-19,19,34
8952,2018-05-19,20,22
8952,2018-05-20,04,4
8952,2018-05-20,05,15
8952,2018-05-20,06,16
8952,2018-05-20,07,18
8952,2018-05-20,08,20
8952,2018-05-20,09,21
8952,2018-05-20,10,29
8952,2018-05-20,11,20
8952,2018-05-20,12,25
8952,2018-05-20,13,25
8952,2018-05-20,14,22
8952,2018-05-20,15,11
8952,2018-05-20,16,23
8952,2018-05-20,17,22
8952,2018-05-20,18,19
8952,2018-05-20,19,39
8952,2018-05-20,20,14
8952,2018-05-21,04,2
8952,2018-05-21,05,12
8952,2018-05-21,06,5
8952,2018-05-21,07,28
8952,2018-05-21,08,18
8952,2018-05-21,09,20
8952,2018-05-21,10,26
8952,2018-05-21,11,22
8952,2018-05-21,12,16
8952,2018-05-21,13,24
8952,2018-05-21,14,17
8952,2018-05-21,15,16
8952,2018-05-21,16,21
8952,2018-05-21,17,41
8952,2018-05-21,18,28
8952,2018-05-21,19,16
8952,2018-05-21,20,22
8952,2018-05-22,04,3
8952,2018-05-22,05,8
8952,2018-05-22,06,13
8952,2018-05-22,07,23
8952,2018-05-22,08,23
8952,2018-05-22,09,16
8952,2018-05-22,10,28
8952,2018-05-22,11,18
8952,2018-05-22,12,16
8952,2018-05-22,13,30
8952,2018-05-22,14,17
8952,2018-05-22,15,19
8952,2018-05-22,16,19
8952,2018-05-22,17,21
8952,2018-05-22,18,14
8952,2018-05-22,19,25
8952,2018-05-22,20,28
8952,2018-05-23,04,3
8952,2018-05-23,05,5
8952,2018-05-23,06,8
8952,2018-05-23,07,29
8952,2018-05-23,08,21
8952,2018-05-23,09,21
8952,2018-05-23,10,27
8952,2018-05-23,11,17
8952,2018-05-23,12,23
8952,2018-05-23,13,17
8952,2018-05-23,14,20
8952,2018-05-23,15,24
8952,2018-05-23,16,14
8952,2018-05-23,17,17
8952,2018-05-23,18,24
8952,2018-05-23,19,28
8952,2018-05-23,20,24
8952,2018-05-24,04,10
8952,2018-05-24,05,10
8952,2018-05-24,06,14
8952,2018-05-24,07,12
8952,2018-05-24,08,19
8952,2018-05-24,09,20
8952,2018-05-24,10,17
8952,2018-05-24,11,21
8952,2018-05-24,12,19
8952,2018-05-24,13,18
8952,2018-05-24,14,14
8952,2018-05-24,15,19
8952,2018-05-24,16,16
8952,2018-05-24,17,24
8952,2018-05-24,18,34
8952,2018-05-24,19,31
8952,2018-05-24,20,15
8952,2018-05-25,04,5
8952,2018-05-25,05,9
8952,2018-05-25,06,11
8952,2018-05-25,07,21
8952,2018-05-25,08,15
8952,2018-05-25,09,21
8952,2018-05-25,10,30
8952,2018-05-25,11,16
8952,2018-05-25,12,26
8952,2018-05-25,13,18
8952,2018-05-25,14,27
8952,2018-05-25,15,16
8952,2018-05-25,16,23
8952,2018-05-25,17,18
8952,2018-05-25,18,23
8952,2018-05-25,19,29
8952,2018-05-25,20,18
8952,2018-05-26,04,6
8952,2018-05-26,05,7
8952,2018-05-26,06,14
8952,2018-05-26,07,20
8952,2018-05-26,08,22
8952,2018-05-26,09,26
8952,2018-05-26,10,30
8952,2018-05-26,11,25
8952,2018-05-26,12,36
8952,2018-05-26,13,24
8952,2018-05-26,14,23
8952,2018-05-26,15,19
8952,2018-05-26,16,22
8952,2018-05-26,17,33
8952,2018-05-26,18,25
8952,2018-05-26,19,21
8952,2018-05-26,20,30
8952,2018-05-27,04,5
8952,2018-05-27,05,7
8952,2018-05-27,06,16
8952,2018-05-27,07,18
8952,2018-05-27,08,12
8952,2018-05-27,09,25
8952,2018-05-27,10,26
8952,2018-05-27,11,27
8952,2018-05-27,12,22
8952,2018-05-27,13,12
8952,2018-05-27,14,21
8952,2018-05-27,15,18
8952,2018-05-27,16,21
8952,2018-05-27,17,32
8952,2018-05-27,18,32
8952,2018-05-27,19,23
8952,2018-05-27,20,23
8952,2018-05-28,04,8
8952,2018-05-28,05,18
8952,2018-05-28,06,20
8952,2018-05-28,07,23
8952,2018-05-28,08,19
8952,2018-05-28,09,27
8952,2018-05-28,10,28
8952,2018-05-28,11,23
8952,2018-05-28,12,27
8952,2018-05-28,13,15
8952,2018-05-28,14,14
8952,2018-05-28,15,14
8952,2018-05-28,16,16
8952,2018-05-28,17,25
8952,2018-05-28,18,23
8952,2018-05-28,19,20
8952,2018-05-28,20,18
8952,2018-05-29,04,3
8952,2018-05-29,05,12
8952,2018-05-29,06,10
8952,2018-05-29,07,23
8952,2018-05-29,08,23
8952,2018-05-29,09,14
8952,2018-05-29,10,22
8952,2018-05-29,11,14
8952,2018-05-29,12,22
8952,2018-05-29,13,15
8952,2018-05-29,14,10
8952,2018-05-29,15,21
8952,2018-05-29,16,25
8952,2018-05-29,17,19
8952,2018-05-29,18,28
8952,2018-05-29,19,31
8952,2018-05-29,20,20
8952,2018-05-30,04,7
8952,2018-05-30,05,6
8952,2018-05-30,06,19
8952,2018-05-30,07,23
8952,2018-05-30,08,30
8952,2018-05-30,09,17
8952,2018-05-30,10,16
8952,2018-05-30,11,27
8952,2018-05-30,12,19
8952,2018-05-30,13,25
8952,2018-05-30,14,27
8952,2018-05-30,15,12
8952,2018-05-30,16,19
8952,2018-05-30,17,19
8952,2018-05-30,18,16
8952,2018-05-30,19,21
8952,2018-05-30,20,23
8952,2018-05-31,04,8
8952,2018-05-31,05,16
8952,2018-05-31,06,17
8952,2018-05-31,07,10
8952,2018-05-31,08,25
8952,2018-05-31,09,30
8952,2018-05-31,10,20
8952,2018-05-31,11,16
8952,2018-05-31,12,25
8952,2018-05-31,13,27
8952,2018-05-31,14,12
8952,2018-05-31,15,21
8952,2018-05-31,16,28
8952,2018-05-31,17,25
8952,2018-05-31,18,33
8952,2018-05-31,19,32
8952,2018-05-31,20,24
8952,2018-06-01,04,8
8952,2018-06-01,05,10
8952,2018-06-01,06,18
8952,2018-06-01,07,28
8952,2018-06-01,08,24
8952,2018-06-01,09,26
8952,2018-06-01,10,17
8952,2018-06-01,11,18
8952,2018-06-01,12,26
8952,2018-06-01,13,29
8952,2018-06-01,14,21
8952,2018-06-01,15,22
8952,2018-06-01,16,19
8952,2018-06-01,17,24
8952,2018-06-01,18,25
8952,2018-06-01,19,21
8952,2018-06-01,20,29
8952,2018-06-02,04,4
8952,2018-06-02,05,8
8952,2018-06-02,06,24
8952,2018-06-02,07,19
8952,2018-06-02,08,23
8952,2018-06-02,09,23
8952,2018-06-02,10,24
8952,2018-06-02,11,17
8952,2018-06-02,12,24
8952,2018-06-02,13,30
8952,2018-06-02,14,28
8952,2018-06-02,15,24
8952,2018-06-02,16,20
8952,2018-06-02,17,24
8952,2018-06-02,18,20
8952,2018-06-02,19,42
8952,2018-06-02,20,34
8952,2018-06-03,04,6
8952,2018-06-03,05,7
8952,2018-06-03,06,12
8952,2018-06-03,07,21
8952,2018-06-03,08,23
8952,2018-06-03,09,29
8952,2018-06-03,10,15
8952,2018-06-03,11,17
8952,2018-06-03,12,21
8952,2018-06-03,13,26
8952,2018-06-03,14,15
8952,2018-06-03,15,19
8952,2018-06-03,16,24
8952,2018-06-03,17,26
8952,2018-06-03,18,39
8952,2018-06-03,19,26
8952,2018-06-03,20,17
8952,2018-06-04,04,6
8952,2018-06-04,05,11
8952,2018-06-04,06,19
8952,2018-06-04,07,16
8952,2018-06-04,08,17
8952,2018-06-04,09,24
8952,2018-06-04,10,16
8952,2018-06-04,11,18
8952,2018-06-04,12,14
8952,2018-06-04,13,19
8952,2018-06-04,14,20
8952,2018-06-04,15,23
8952,2018-06-04,16,14
8952,2018-06-04,17,36
8952,2018-06-04,18,27
8952,2018-06-04,19,25
8952,2018-06-04,20,16
8952,2018-06-05,04,3
8952,2018-06-05,05,8
8952,2018-06-05,06,16
8952,2018-06-05,07,22
8952,2018-06-05,08,15
8952,2018-06-05,09,18
8952,2018-06-05,10,28
8952,2018-06-05,11,21
8952,2018-06-05,12,13
8952,2018-06-05,13,17
8952,2018-06-05,14,20
8952,2018-06-05,15,18
8952,2018-06-05,16,20
8952,2018-06-05,17,20
8952,2018-06-05,18,14
8952,2018-06-05,19,19
8952,2018-06-05,20,12
8952,2018-06-06,04,2
8952,2018-06-06,05,6
8952,2018-06-06,06,11
8952,2018-06-06,07,22
8952,2018-06-06,08,18
8952,2018-06-06,09,19
8952,2018-06-06,10,25
8952,2018-06-06,11,16
8952,2018-06-06,12,12
8952,2018-06-06,13,14
8952,2018-06-06,14,16
8952,2018-06-06,15,21
8952,2018-06-06,16,25
8952,2018-06-06,17,17
8952,2018-06-06,18,13
8952,2018-06-06,19,23
8952,2018-06-06,20,21
8952,2018-06-07,04,7
8952,2018-06-07,05,11
8952,2018-06-07,06,23
8952,2018-06-07,07,22
8952,2018-06-07,08,26
8952,2018-06-07,09,17
8952,2018-06-07,10,16
8952,2018-06-07,11,25
8952,2018-06-07,12,24
8952,2018-06-07,13,19
8952,2018-06-07,14,14
8952,2018-06-07,15,20
8952,2018-06-07,16,33
8952,2018-06-07,17,30
8952,2018-06-07,18,26
8952,2018-06-07,19,27
8952,2018-06-07,20,23
8952,2018-06-08,04,5
8952,2018-06-08,05,9
8952,2018-06-08,06,13
8952,2018-06-08,07,22
8952,2018-06-08,08,23
8952,2018-06-08,09,34
8952,2018-06-08,10,20
8952,2018-06-08,11,13
8952,2018-06-08,12,28
8952,2018-06-08,13,25
8952,2018-06-08,14,18
8952,2018-06-08,15,20
8952,2018-06-08,16,18
8952,2018-06-08,17,25
8952,2018-06-08,18,24
8952,2018-06-08,19,32
8952,2018-06-08,20,26
8956,2018-05-03,04,3
8956,2018-05-03,05,4
8956,2018-05-03,06,6
8956,2018-05-03,07,5
8956,2018-05-03,08,21
8956,2018-05-03,09,20
8956,2018-05-03,10,13
8956,2018-05-03,11,9
8956,2018-05-03,12,5
8956,2018-05-03,13,14
8956,2018-05-03,14,14
8956,2018-05-03,15,11
8956,2018-05-03,16,5
8956,2018-05-03,17,12
8956,2018-05-03,18,8
8956,2018-05-03,19,7
8956,2018-05-03,20,5
8956,2018-05-04,04,2
8956,2018-05-04,05,5
8956,2018-05-04,06,3
8956,2018-05-04,07,12
8956,2018-05-04,08,15
8956,2018-05-04,09,8
8956,2018-05-04,10,15
8956,2018-05-04,11,9
8956,2018-05-04,12,10
8956,2018-05-04,13,6
8956,2018-05-04,14,11
8956,2018-05-04,15,13
8956,2018-05-04,16,8
8956,2018-05-04,17,13
8956,2018-05-04,18,11
8956,2018-05-04,19,13
8956,2018-05-04,20,2
8956,2018-05-05,05,2
8956,2018-05-05,06,5
8956,2018-05-05,07,10
8956,2018-05-05,08,6
8956,2018-05-05,09,17
8956,2018-05-05,10,8
8956,2018-05-05,11,13
8956,2018-05-05,12,6
8956,2018-05-05,13,5
8956,2018-05-05,14,12
8956,2018-05-05,15,8
8956,2018-05-05,16,15
8956,2018-05-05,17,12
8956,2018-05-05,18,13
8956,2018-05-05,19,6
8956,2018-05-05,20,2
8956,2018-05-06,04,1
8956,2018-05-06,05,2
8956,2018-05-06,06,4
8956,2018-05-06,07,10
8956,2018-05-06,08,8
8956,2018-05-06,09,12
8956,2018-05-06,10,14
8956,2018-05-06,11,14
8956,2018-05-06,12,12
8956,2018-05-06,13,6
8956,2018-05-06,14,15
8956,2018-05-06,15,11
8956,2018-05-06,16,10
8956,2018-05-06,17,10
8956,2018-05-06,18,4
8956,2018-05-06,19,8
8956,2018-05-06,20,9
8956,2018-05-07,04,5
8956,2018-05-07,05,4
8956,2018-05-07,06,8
8956,2018-05-07,07,9
8956,2018-05-07,08,13
8956,2018-05-07,09,9
8956,2018-05-07,10,9
8956,2018-05-07,11,13
8956,2018-05-07,12,10
8956,2018-05-07,13,9
8956,2018-05-07,14,8
8956,2018-05-07,15,13
8956,2018-05-07,16,8
8956,2018-05-07,17,12
8956,2018-05-07,18,10
8956,2018-05-07,19,9
8956,2018-05-07,20,7
8956,2018-05-08,04,10
8956,2018-05-08,05,4
8956,2018-05-08,06,6
8956,2018-05-08,07,10
8956,2018-05-08,08,6
8956,2018-05-08,09,15
8956,2018-05-08,10,11
8956,2018-05-08,11,9
8956,2018-05-08,12,9
8956,2018-05-08,13,4
8956,2018-05-08,14,6
8956,2018-05-08,15,12
8956,2018-05-08,16,8
8956,2018-05-08,17,13
8956,2018-05-08,18,9
8956,2018-05-08,19,8
8956,2018-05-08,20,5
8956,2018-05-09,04,1
8956,2018-05-09,05,1
8956,2018-05-09,06,3
8956,2018-05-09,07,9
8956,2018-05-09,08,12
8956,2018-05-09,09,10
8956,2018-05-09,10,6
8956,2018-05-09,11,11
8956,2018-05-09,12,8
8956,2018-05-09,13,16
8956,2018-05-09,14,7
8956,2018-05-09,15,11
8956,2018-05-09,16,6
8956,2018-05-09,17,7
8956,2018-05-09,18,8
8956,2018-05-09,19,9
8956,2018-05-09,20,8
8956,2018-05-10,04,2
